ct10_id,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
25017374200,1925,629000,152000,4e+05,8,3,4,9200,2138,953,99000,17.9,2150.5,13,16,7,18,2,2,0,15,0,6,68,4,2,1,68,74,68,402,7,4,15,587,26,623,16,402,64,5,146,4,46.5,639,2010,4194,2005,2189,1088,2582,524,3416,100,1,438,2,22,75,140,1135,1544,1135,434,272,280,104,33,12,409,294,82,17,14,2,0,0,2007-11,116326,30940,158214,54198,93750,26028
25025080601,1990,201950,0,135200,4,1,2,1110.5,1081,974,54840,42.21,1050.5,11,5,1,4,0,1,0,10,0,53,13,1,2,2,14,14,14,9,2,4,3,126,11,141,5,9,6,5,101,0,45.9,146,2010,4271,2048,2223,492,3687,92,2146,850,12,385,0,45,90,743,388,882,388,126,115,85,35,16,11,494,293,74,58,56,10,2,1,2007-11,21422,9314,56579,36848,18862,4287
25025170400,1956,264000,53750,2e+05,6,2,3,3848.5,1913,742,16102,7.07,1950.5,10,31,8,35,30,12,0,17,0,20,103,62,10,0,99,100,99,269,61,14,28,648,55,753,53,269,232,53,171,5,37.1,806,2010,5379,2619,2760,1137,3460,782,3433,299,5,239,0,95,102,1206,1331,2191,1331,494,342,281,136,37,41,860,710,132,15,1,1,1,0,2007-11,42018,5397,62933,20218,33214,14915
25017352700,1896,347000,0,256500,4,1,2,0,1051,1124,25500,9.4,1050.5,12,13,0,12,1,0,0,21,0,8,37,3,0,1,15,15,15,10,1,5,13,180,6,191,14,10,11,18,133,1,40,205,2010,2057,971,1086,334,1510,213,1162,422,2,135,1,37,70,228,413,977,413,183,128,57,35,8,2,564,376,132,38,11,4,1,2,2007-11,31816,10441,36413,19721,31203,12688
25017368700,1900,365000,0,289545,6,2,3,4792,1920,908.5,18500,5.935,1950.5,9,22,3,19,2,1,0,27,0,7,51,4,0,0,28,30,28,67,12,6,9,243,12,258,24,67,71,11,77,3,38.3,282,2010,2462,1321,1141,474,1823,165,1255,191,2,84,4,9,48,869,504,994,504,175,128,94,50,28,29,490,356,99,18,11,0,2,4,2007-11,40577,18490,76607,38128,30139,15673
25017368800,1942,348250,0,265500,6,2,3,4748,1700,1055.5,40050,17.105,1750.5,10,34,9,42,4,0,0,24,0,22,84,7,0,0,51,53,51,238,20,11,15,572,22,602,38,238,93,13,201,5,47,640,2010,4741,2420,2321,758,3268,715,2861,339,6,316,3,17,67,1132,1009,1894,1009,398,245,186,109,41,30,885,644,163,48,17,10,1,2,2007-11,58417,9102,88704,12373,42917,5233
25017341600,1930,276000,125000,214139,6,2,3,3842,1495,972.5,21000,9.45,1550.5,11,21,9,28,31,9,1,41,0,25,104,62,9,1,99,103,99,417,53,10,26,940,30,1015,44,417,178,64,348,6,37.9,1059,2010,6564,3196,3368,1220,4580,764,3770,897,12,1194,3,115,205,368,1597,2621,1597,573,462,304,160,48,50,1024,811,158,27,19,7,0,2,2007-11,50687,5372,78295,25616,35717,18070
25017373400,1921,599000,234000,386100,7,3,3,8562,2058,713,38000,7.26,2050.5,11,10,1,15,1,0,0,14,0,9,48,1,0,0,60,63,60,144,0,3,15,392,19,419,10,144,95,6,167,1,40.1,429,2010,3204,1466,1738,745,2003,456,2641,60,2,283,0,7,67,144,813,1353,813,351,188,193,55,21,5,540,416,95,16,6,3,1,3,2007-11,84891,20313,110417,36258,78438,21088
25017350900,1910,479500,0,328500,7,2,3,2463.5,1850,1044,48000,11.81,1950.5,8,17,6,11,0,0,0,46,0,11,32,1,0,0,50,50,50,67,9,9,12,451,21,485,17,67,133,47,222,0,42.8,502,2010,3314,1542,1772,252,2843,219,2811,55,5,234,1,3,78,127,524,1595,524,297,125,75,18,7,2,1071,546,328,117,59,19,2,0,2007-11,88229,16307,111328,42556,80179,12676
25021423100,1956,589000,210000,351870,7,3,3,21830.5,2638.5,1045.5,77500,18.215,2750.5,12,48,18,77,10,0,0,36,0,15,144,17,0,0,145,152,145,1026,29,8,35,1230,82,1329,55,1026,44,4,185,27,34.2,1384,2010,7542,3703,3839,2221,4112,1209,7254,20,8,71,1,11,81,96,2024,2722,2024,752,407,482,295,71,17,698,619,75,4,0,0,0,0,2007-11,117831,23754,125365,20279,57768,48146
25025040600,1885,390000,146500,295000,5,2,2,0,1131.5,1212,50000,11.59,1150.5,12,19,5,16,5,1,0,73,0,11,36,11,0,1,62,64,62,167,16,4,11,701,28,737,23,167,27,16,527,0,22.2,760,2010,2444,1177,1267,240,1961,243,2235,36,0,89,1,5,20,58,488,1238,488,262,126,73,18,6,3,750,479,222,38,9,1,1,0,2007-11,116042,45849,147112,20202,81474,21188
25025081400,1905,261500,0,199600,6,2,3,1560,1421,920,34375,10.95,1550.5,9,17,7,22,8,1,1,67,0,19,33,18,2,22,37,37,37,42,25,17,20,350,24,412,24,42,48,54,211,9,42.9,436,2010,3003,1531,1472,523,2143,337,685,1516,18,92,0,18,88,586,582,1300,582,222,173,95,56,15,21,718,479,141,58,29,8,2,1,2007-11,46919,8014,76076,29997,40214,10087
25025100500,1905,285000,122500,216000,8,2,4,3076,2171,621.5,-8000,-2.73,2250.5,11,53,28,34,40,24,1,65,0,37,55,84,20,14,135,147,135,146,114,40,49,597,52,768,84,146,102,209,302,10,34.6,852,2010,5989,2820,3169,1551,3866,572,796,3317,14,572,1,115,206,968,1449,2174,1449,465,394,303,150,74,63,725,544,139,23,14,2,2,1,2007-11,46605,5203,87143,65242,33257,14401
25017352200,1964,307500,112500,222000,4,1,2,0,945,1175.5,44000,14.75,950.5,12,11,2,3,1,0,0,9,0,3,38,2,0,0,21,22,21,25,6,0,9,217,8,227,13,25,11,10,174,0,38.3,240,2010,1849,901,948,185,1282,382,1160,159,6,259,0,30,45,190,316,1073,316,172,71,55,14,2,2,757,601,105,41,10,0,0,0,2007-11,36466,11826,100673,31011,26153,6715
25021415200,1983.5,457450,0,3e+05,7,3,3,28653.5,2372,960,87500,23.46,2450.5,11,60,20,45,7,1,0,105,0,53,124,10,1,0,60,67,60,556,13,14,27,723,27,738,66,556,6,0,104,33,47.6,804,2010,5850,2695,3155,1439,3284,1127,4560,547,5,369,0,25,106,238,1490,2203,1490,550,373,332,170,46,19,713,598,99,11,3,1,1,0,2007-11,81223,16331,119018,11058,50755,5228
25025000802,1920,357000,2500,251829.5,4,2,2,1522.5,1322,946,39927.5,14.56,1350.5,11,44,16,25,3,1,0,61,0,29,70,9,1,0,75,75,75,91,60,22,39,582,63,721,45,91,127,78,395,0,38.9,766,2010,8136,4611,3525,671,7137,328,4292,318,6,1565,3,250,236,1466,924,3011,924,382,201,164,88,31,58,2087,744,691,292,179,100,42,39,2007-11,36881,8559,93125,31755,28109,9589
25017383600,1957,313250,134900,236851.5,7,2,3,11447.5,1472,1140.5,44500,16.94,1450.5,10,47,21,35,9,6,0,38,0,24,104,20,5,1,86,90,86,871,26,13,18,1022,41,1068,52,871,19,1,134,7,38.2,1120,2010,6138,2841,3297,1167,3791,1180,4421,372,8,482,1,268,131,455,1476,2398,1476,646,360,309,99,40,22,922,718,159,31,8,3,1,2,2007-11,74250,16628,102813,20747,41078,19984
25025091100,1905,293000,0,230400,6,2,3,1384,1334,878,20500,5.13,1350.5,11,10,8,26,16,5,0,59,0,13,70,36,1,0,60,64,60,87,31,17,31,563,47,668,21,87,65,132,373,1,36,689,2010,4861,2502,2359,920,3537,404,2260,597,16,1215,0,130,177,466,1003,1792,1003,310,273,194,111,55,60,789,470,210,65,30,12,2,0,2007-11,63944,19582,105625,20488,42419,11424
25023507103,1965,615000,199450,300700,8,3,4,38115,2659,1002,84900,18.4,2650.5,13,11,10,49,4,0,0,7,0,16,123,7,0,0,73,78,73,709,12,16,19,739,32,803,15,709,4,0,56,8,41,818,2010,4351,2128,2223,1285,2356,710,4201,5,4,30,0,6,40,65,1216,1552,1216,492,221,282,154,60,7,336,291,37,4,3,0,1,0,2007-11,139856,13906,144571,16698,21932,3984
25017357300,1920,450000,0,308750,7,2,3,4675,1714,1096,16000,4.11,1750.5,10,9,3,13,4,0,0,10,0,4,44,6,0,0,33,33,33,101,6,7,14,363,17,395,12,101,115,24,157,0,50.9,407,2010,2973,1377,1596,649,2015,309,2395,54,0,343,1,15,68,97,763,1257,763,314,227,153,44,21,4,494,341,129,19,3,2,0,0,2007-11,97969,14144,120074,32023,83326,12314
25017351403,1900,325500,92000,247975,8,2,4,2845,2082,845,58000,17.55,2050.5,10,17,6,17,14,2,0,18,0,8,45,18,0,0,39,39,39,63,26,3,11,315,19,347,27,63,89,55,108,2,38.8,374,2010,4028,2158,1870,660,2977,391,1899,313,8,345,1,194,94,1174,791,1584,791,275,187,154,91,36,48,793,540,154,52,32,8,6,1,2007-11,39679,16712,72154,13133,31532,5130
25025100100,1920,249950,68000,161598.5,8,2,4,3878,2496,420,2712,0.875,2650.5,9,33,19,28,30,19,0,43,0,27,50,57,12,8,66,68,66,64,75,15,15,337,30,411,61,64,75,135,105,7,36.7,472,2010,5510,2330,3180,1759,3261,490,57,3542,17,48,4,112,127,1603,1328,1895,1328,390,359,270,175,64,70,567,493,51,13,5,4,1,0,2007-11,22375,9606,77143,47808,17571,3101
25021422302,1984,225000,1e+05,162000,5,2,2,0,1144,977.5,33006,18.785,1150.5,13,43,19,60,24,5,0,49,0,76,122,44,5,2,174,177,174,482,49,14,29,1546,61,1634,65,482,11,3,1119,9,29.9,1699,2010,6590,3115,3475,1211,4425,954,5458,360,14,312,4,117,119,206,1518,3029,1518,691,381,260,113,52,21,1511,1222,259,23,3,3,0,1,2007-11,74414,5426,86534,16833,59583,13437
25017352300,1905,375000,89423.5,267075,4,2,2,0,1062,1324.5,55499,17.8,1050.5,13,28,7,4,0,0,0,42,0,11,16,1,0,0,17,22,17,46,5,3,5,259,16,260,28,46,27,13,156,1,43.8,288,2010,3450,1816,1634,393,2864,193,2102,232,4,641,0,16,109,346,689,1775,689,396,179,78,25,6,5,1086,682,318,68,14,4,0,0,2007-11,68068,24208,92667,16872,51659,28632
25021419400,1924,281500,107000,220000,6,2,3,5998,1404,968.5,50000,21.95,1450.5,12,14,8,11,8,2,0,2,0,9,42,15,1,1,48,48,48,442,17,9,11,457,21,496,19,442,34,3,5,1,41.2,515,2010,3166,1496,1670,668,2031,467,2729,67,1,236,1,18,33,81,820,1253,820,296,217,186,87,24,10,433,362,64,5,1,0,0,1,2007-11,62109,14255,93409,18472,29063,2682
25025091700,1905,275000,135000,209950,11,3,5,3363,2919,607,-40000,-13.01,2950.5,10,37,16,36,41,6,0,25,0,24,43,85,3,11,80,82,80,29,81,35,23,328,38,428,77,29,58,211,161,7,31.3,505,2010,3069,1450,1619,902,1981,186,200,1440,10,127,0,456,204,632,711,917,711,154,193,159,108,53,44,206,141,40,11,10,3,0,1,2007-11,46807,5550,76250,24537,43138,8348
25021413100,1955,347000,0,266000,6,2,3,10240,1486.5,1190.5,66500,22.76,1450.5,12,35,16,24,2,1,0,30,0,29,93,10,1,0,49,52,49,653,9,9,15,768,35,799,37,653,30,1,84,13,48.9,836,2010,5854,2800,3054,1291,3419,1144,5185,193,17,185,0,25,76,173,1591,2344,1591,649,392,348,131,56,15,753,648,88,14,2,0,0,1,2007-11,83824,7988,99289,10378,56178,6881
25009220102,1951,350000,0,212875,6,2,3,11086,1485,988,45000,18.33,1450.5,12,7,3,15,2,2,0,5,0,15,41,3,1,0,42,45,42,280,5,3,7,474,11,491,9,280,37,2,131,15,48,500,2010,2949,1366,1583,565,1759,625,2810,18,2,21,6,7,35,50,803,1323,803,391,166,165,64,11,6,520,466,50,3,1,0,0,0,2007-11,80871,26074,90036,16128,26607,24995
25021402400,1930,355000,124250,272000,7,2,3,8403,1626,1174,62575,19.835,1650.5,12,31,17,39,7,3,0,21,0,22,63,14,3,0,69,74,69,693,19,16,20,807,34,858,38,693,82,7,43,11,42.3,896,2010,6050,2848,3202,1296,3861,893,5104,358,9,162,0,23,78,316,1599,2507,1599,682,377,344,144,36,16,908,724,168,13,1,2,0,0,2007-11,79189,11252,100197,17594,56222,8923
25017385202,1985,308927.5,165000,232975,5,3,2,0,1640.5,1071,28885,9.51,1650.5,14,30,34,52,26,8,0,172,0,48,111,58,6,0,196,202,196,693,73,17,26,2146,44,2254,52,693,39,6,1505,8,30.2,2306,2010,7308,3516,3792,1647,4898,763,5751,190,10,837,0,73,115,332,2017,2977,2017,828,543,462,129,44,11,960,770,171,13,3,2,1,0,2007-11,100500,13831,106449,11686,60325,20160
25021421200,1955,255000,64450,206098,6,2,3,11959,1528,682,34300,16.3,1550.5,10,30,27,45,28,13,0,42,0,58,87,57,8,0,126,134,126,819,54,27,29,895,35,992,48,819,40,1,10,73,38.8,1040,2010,5671,2814,2857,1253,3598,820,4759,369,3,164,1,63,99,213,1511,2084,1511,552,381,348,142,60,28,573,445,118,6,3,0,1,0,2007-11,76685,12893,81641,19427,43000,53076
25017351100,1900,390000,0,290200,7,2,3,2800,1628,992,25550,6.905,1750.5,10,22,4,16,5,3,0,84,0,10,67,13,2,0,57,62,57,137,9,7,18,654,28,690,26,137,166,66,308,0,40.8,716,2010,5622,2691,2931,539,4367,716,4467,267,4,436,3,41,103,301,972,2685,972,486,251,141,62,20,12,1713,1092,417,125,56,18,4,1,2007-11,58333,10988,98478,25350,48421,5778
25017350200,1900,340000,0,258400,6,2,3,2502,1738,1073.5,10043,3.52,1850.5,10,26,10,38,23,6,0,103,0,11,62,38,0,2,65,69,65,144,34,13,22,776,42,847,40,144,209,100,360,0,43.4,887,2010,6567,3270,3297,977,4988,602,4117,548,3,548,1,223,245,882,1330,2618,1330,512,332,245,129,59,53,1288,779,338,85,61,15,5,5,2007-11,66845,7668,79967,24069,56339,13090
25017370101,1940,341000,110000,260000,6,2,3,3393,1300,1112,32125,11.045,1350.5,13,15,5,23,7,1,0,18,0,8,56,13,0,0,83,87,83,358,25,13,15,969,29,1030,21,358,147,17,510,0,39.1,1051,2010,6488,2988,3500,1249,4260,979,5355,195,7,391,1,47,108,384,1629,2842,1629,729,409,323,115,35,18,1213,937,236,25,9,5,1,0,2007-11,74590,11023,85221,13320,48357,24326
25017383800,1959,299900,135000,232200,7,2,3,12079,1415,1016.5,30000,14.355,1450.5,12,30,9,21,22,5,0,42,0,34,81,50,4,1,96,98,96,858,43,6,23,1012,32,1066,50,858,13,5,191,22,36.7,1116,2010,5360,2590,2770,1171,3358,831,4423,148,4,290,0,75,135,285,1477,2166,1477,663,349,298,117,32,18,689,538,132,14,2,2,1,0,2007-11,90430,10386,98816,15078,55053,14278
25017374500,1925,520000,0,359650,7,3,3,7800,1873,1113,57800,12.78,1850.5,11,18,3,21,0,0,0,7,0,7,64,3,0,0,45,46,45,345,3,3,8,528,18,541,19,345,76,5,105,1,47.5,560,2010,4339,2102,2237,1028,2593,718,3407,142,6,457,0,5,105,217,1095,1651,1095,423,264,275,90,32,11,556,419,108,17,10,1,0,1,2007-11,100841,15241,130000,19180,76250,17833
25009223200,1910,3e+05,0,207300,6,2,3,5580,1647,987,30755,12.61,1650.5,12,27,7,31,5,3,0,63,0,44,108,15,2,0,74,78,74,398,17,4,21,763,35,808,32,398,66,14,288,5,39.5,840,2010,3740,1814,1926,802,2371,567,3515,15,5,52,6,25,43,79,912,1625,912,362,239,207,74,19,11,713,594,103,10,6,0,0,0,2007-11,72047,9839,87604,14313,43462,24185
25009206400,1900,229900,113800,179876,7,2,3,4489,1531,795,16750,8.355,1550.5,11,21,23,38,81,21,0,56,0,24,81,137,17,4,130,139,130,589,145,17,24,916,39,1050,91,589,267,160,83,2,27.7,1141,2010,5249,2488,2761,1392,3315,542,2764,540,8,276,3,22,105,1531,1287,1805,1287,413,341,283,128,66,56,518,407,82,19,5,3,2,0,2007-11,53351,8071,61311,3809,34625,13906
25025082100,1925,303500,34000,228000,10,2,5,5982,3698,570,-42404,-12.83,3700.5,13,10,7,12,16,3,0,12,0,24,19,28,1,3,25,27,25,14,34,9,8,135,12,173,25,14,56,37,59,2,42.4,198,2010,5025,2122,2903,1581,2989,455,62,3093,21,32,1,44,111,1661,1265,2035,1265,471,338,239,124,58,35,770,698,56,12,3,1,0,0,2007-11,21585,7049,81450,30512,17524,4557
25017334400,1969,325000,137450,240000,6,2,3,7934,1596,996.5,36450,14.005,1550.5,12,32,18,38,11,3,1,56,0,44,88,24,4,2,140,145,140,730,29,18,36,1281,50,1373,41,730,64,10,550,4,40.9,1414,2010,6456,3070,3386,1450,3918,1088,5827,47,4,400,3,5,78,92,1709,2694,1709,720,384,407,144,45,9,985,837,133,9,3,3,0,0,2007-11,82312,6443,93089,13264,32031,37140
25021421100,1956,239900,80000,198400,6,2,3,9045,1400,916,40600,18.845,1450.5,11,32,27,25,26,9,0,34,0,37,89,50,6,0,101,111,101,728,57,13,20,880,31,944,57,728,38,1,68,40,38.2,1001,2010,5120,2444,2676,1127,3234,759,3962,549,19,146,1,45,137,261,1328,2018,1328,488,363,271,117,54,35,690,593,89,7,1,0,0,0,2007-11,55556,6944,57938,10575,42813,31005
25009205800,1903,2e+05,88500,157920,6,2,3,4444,1408,757,17000,7.53,1450.5,10,31,10,24,37,11,2,39,0,18,94,75,7,5,96,101,96,248,82,11,28,569,21,650,61,248,120,122,137,3,28.8,711,2010,3312,1654,1658,942,2104,266,1137,311,1,449,0,21,95,1298,746,1058,746,186,179,146,108,66,61,312,253,45,10,2,1,1,0,2007-11,41536,10959,63859,7878,31974,8366
25025050600,1910,282399,0,214435,2,1,1,948,990,698,33000,13.79,950.5,10,17,2,15,12,1,0,200,0,27,36,27,0,2,81,83,81,9,21,17,21,468,26,528,25,9,23,80,385,0,28,553,2010,2063,1201,862,431,1481,151,523,40,5,45,0,44,32,1374,417,746,417,101,108,104,57,24,23,329,203,84,24,15,1,2,0,2007-11,56875,5542,56019,991,58275,13836
25021417602,1930,339800,65000,247500,7,2,3,5008,1560,1190,39750,18.79,1550.5,12,18,4,26,6,2,0,6,0,4,59,11,2,0,37,40,37,418,13,9,21,591,21,632,23,418,85,10,78,1,45.2,655,2010,5155,2442,2713,831,3429,895,3368,95,11,1441,0,11,89,140,1191,2307,1191,514,277,218,119,40,23,1116,893,175,37,9,2,0,0,2007-11,47308,9786,89342,16820,26071,9575
25021417601,1930,269950,90500,2e+05,6,2,3,3750,1250,1058.5,52500,24.67,1250.5,12,18,10,19,3,0,0,13,0,14,49,12,0,1,60,62,60,299,10,19,19,681,27,737,19,299,82,12,310,5,41.8,756,2010,5196,2474,2722,757,3677,762,3271,131,3,1565,0,11,75,140,1067,2007,1067,404,239,236,106,54,28,940,715,181,38,2,3,1,0,2007-11,64077,12809,78924,8509,43111,13559
25021422800,1953,234500,70000,173569,5,2,2,3200,1115,1023.5,38000,22.41,1150.5,14,7,7,25,9,3,0,3,0,28,71,20,2,0,78,82,78,483,24,12,17,823,31,892,15,483,38,2,361,1,35,907,2010,3852,1837,2015,622,2490,740,3569,47,4,74,0,30,31,97,981,1775,981,483,248,141,72,26,11,794,656,124,13,1,0,0,0,2007-11,56809,6989,67955,7453,27000,27830
25017361100,1955,629450,234000,359825,8,3,4,24882,2319.5,966,132450,25,2350.5,13,42,23,42,1,1,0,28,0,42,83,4,2,0,86,95,86,753,13,7,20,808,38,844,42,753,7,0,74,7,40.7,886,2010,5657,2517,3140,1241,2870,1546,5296,35,2,177,0,8,56,83,1497,2342,1497,717,319,303,114,37,7,845,769,70,3,2,0,1,0,2007-11,116023,16333,120144,15460,91354,71549
25021416400,1935,420000,0,300900,7,2,3,6299,1742,1213,69700,19.675,1750.5,11,19,6,32,5,1,0,84,0,4,51,11,0,0,57,62,57,839,11,13,33,912,36,982,23,839,37,0,103,0,47.9,1005,2010,6069,2893,3176,1565,3599,905,5496,94,2,301,0,13,84,79,1656,2146,1656,564,417,415,175,62,23,490,425,58,3,1,3,0,0,2007-11,115972,15602,114755,16808,122500,34110
25017321300,1919.5,240000,1e+05,180000,6,2,3,6506,1702,919,17400,8.46,1750.5,12,120,38,79,68,17,0,133,0,61,171,119,13,2,150,165,150,594,156,30,44,1244,48,1352,170,594,287,65,405,19,32.4,1522,2010,7497,3867,3630,1604,5079,814,5202,230,12,175,9,299,204,1366,1706,3134,1706,673,425,326,172,75,35,1428,1108,249,35,21,12,2,1,2007-11,51585,5265,84000,15313,35600,10194
25021409101,1977,375000,147000,261224,7,3,4,43576,2100,1047.5,43000,11.09,2150.5,12,20,21,26,11,1,0,17,0,73,46,21,3,1,67,70,67,598,27,10,16,670,18,714,27,598,3,0,8,57,40.2,741,2010,6217,4237,1980,1056,4591,570,4703,633,16,85,0,4,29,747,1147,1385,1147,446,264,268,122,36,11,238,177,55,4,1,0,0,1,2007-11,126750,30249,130417,15291,34125,34838
25025010403,2002,280000,0,2e+05,3,1,1,489,479,1029,25600,8.21,450.5,13,14,2,7,1,0,0,155,0,5,14,1,0,0,27,29,27,0,7,10,15,282,23,323,14,0,0,1,311,0,31.5,337,2010,3003,1577,1426,105,2540,358,1686,295,10,628,0,10,81,293,311,2025,311,251,37,17,5,0,1,1714,1277,334,75,23,3,2,0,2007-11,16786,7373,61442,80435,16218,6304
25021413401,1924,350000,0,264000,7,2,3,6766,1770,1119,55000,18.11,1800.5,11,19,4,32,6,2,0,9,0,21,58,12,2,0,31,31,31,223,7,14,12,438,30,479,22,223,74,35,114,0,44.9,501,2010,3167,1531,1636,574,2057,536,2846,110,1,59,0,4,41,106,747,1506,747,336,189,137,58,21,6,759,629,113,12,3,1,1,0,2007-11,66768,8604,92083,29619,36603,18789
25025100800,1920,299000,69000,222800,6,2,3,3290,1547,976.5,30000,10.86,1550.5,10,27,17,23,15,7,0,68,0,33,44,34,7,1,72,78,72,282,48,21,21,766,31,842,45,282,147,41,377,1,38.9,887,2010,5546,2648,2898,1057,3704,785,2896,1364,15,614,1,62,182,412,1216,2524,1216,513,299,208,122,47,27,1308,1006,253,33,10,1,4,1,2007-11,60813,15378,98879,12089,35938,16656
25017351404,1900,308000,30000,241400,6,2,3,2048,1443,848,34270,12.21,1550.5,11,16,13,26,14,10,0,64,0,18,65,28,4,1,70,72,70,97,33,8,11,495,26,548,25,97,122,62,238,1,35.3,573,2010,4289,2238,2051,766,3164,359,2005,317,11,541,1,300,178,936,891,1548,891,268,239,190,100,49,45,657,407,144,53,32,14,1,6,2007-11,43214,12290,93770,6303,37339,11577
25021412100,1954,467500,171500,320000,8,3,4,18449,1980,1000.5,85000,21.165,1950.5,12,16,16,32,4,0,0,14,0,19,100,7,0,0,87,89,87,944,9,35,23,896,34,978,19,944,1,0,2,20,47.7,997,2010,6334,3052,3282,1921,3336,1077,5824,53,0,288,0,11,53,105,1738,2249,1738,604,360,481,218,61,14,511,464,44,1,2,0,0,0,2007-11,123750,17184,143125,24661,22957,13349
25017360200,1971,730000,198000,355000,7,3,3,64469,2801,1141,70000,11.92,2850.5,14,16,19,46,1,0,1,35,0,16,94,2,0,0,51,56,51,586,3,5,17,804,30,842,17,586,2,1,215,25,45.4,859,2010,5076,2434,2642,1201,2809,1066,4423,95,4,306,3,19,102,124,1479,2039,1479,704,310,294,120,40,11,560,487,68,4,0,1,0,0,2007-11,149890,29138,176250,41783,44423,60987
25017354600,1929,460000,149000,289600,5,2,2,0,1300,1077,34000,8.86,1350.5,13,43,11,23,1,0,0,71,0,19,40,3,0,0,43,47,43,130,11,9,4,527,10,515,46,130,28,4,333,0,40.6,561,2010,4538,2024,2514,909,2965,664,2557,1066,9,489,0,23,160,234,1018,2078,1018,439,286,179,76,27,11,1060,846,183,23,8,0,0,0,2007-11,69067,19709,110455,37052,60362,12747
25017370202,1926,430000,0,310250,7,2,3,5151,1825,941.5,36500,9.245,1850.5,12,6,2,12,0,0,0,10,0,2,47,1,0,0,58,63,58,249,6,9,9,584,20,622,6,249,170,5,199,0,47.3,628,2010,4149,1944,2205,754,2815,580,3699,67,5,129,0,29,61,159,1045,1778,1045,461,261,228,70,18,7,733,498,202,22,9,2,0,0,2007-11,98720,14052,104766,12282,71289,37173
25025091500,1905,271500,87000,2e+05,8,2,4,2345,1944,561,-40000,-14.72,2050.5,9,36,22,34,48,12,0,60,0,31,69,96,8,3,95,101,95,31,105,27,40,457,36,586,79,31,87,208,298,4,30.5,665,2010,4370,2094,2276,1183,2815,372,407,1735,8,202,0,749,352,917,987,1470,987,243,262,220,129,64,69,483,366,89,18,6,1,2,1,2007-11,41810,5960,72031,15605,31571,6775
25009203100,1944,471000,174750,300750,7,3,3,7466.5,2195.5,1071,73250,18.9,2150.5,13,16,7,27,12,4,0,27,0,5,113,19,2,0,67,71,67,1020,25,2,16,1052,39,1111,23,1020,9,1,79,10,48.1,1134,2010,7071,3395,3676,2019,3965,1087,6717,31,2,93,1,9,65,153,2043,2478,2043,775,488,523,204,45,8,435,373,54,6,2,0,0,0,2007-11,114447,12102,122396,20355,40000,55459
25009203301,1930,389425,150000,251625,6,2,3,4440,1649,868,51000,16.12,1650.5,13,34,9,30,8,3,0,17,0,14,92,16,3,0,85,92,85,518,16,2,31,827,36,872,40,518,52,15,259,12,39.5,912,2010,4010,1858,2152,895,2404,711,3820,46,3,33,0,10,40,58,1033,1846,1033,469,247,205,87,15,10,813,720,86,6,1,0,0,0,2007-11,76446,10019,113214,35680,58242,8724
25017354100,1924,479500,108750,2e+05,4,1,2,0,1013,1118,59500,13.97,1050.5,14,28,9,36,1,0,0,21,0,11,47,2,0,1,39,42,39,98,14,6,8,548,10,558,28,98,9,3,453,4,46.9,586,2010,2907,1279,1628,191,2064,652,2317,101,1,256,1,10,74,147,517,1521,517,364,96,34,18,4,1,1004,770,192,31,6,3,1,1,2007-11,73143,24676,137955,37960,59385,8529
25009217202,1930,303000,0,232750,6,2,3,6447,1404,1218,37500,14.55,1450.5,10,8,4,17,5,4,0,12,0,3,51,12,2,0,40,41,40,496,10,3,3,551,20,574,13,496,33,4,30,5,42.8,587,2010,3491,1704,1787,683,2248,560,3345,10,1,48,0,7,35,45,985,1398,985,437,232,217,71,22,6,413,321,82,4,5,1,0,0,2007-11,85263,19862,101318,11362,52321,26211
25017322100,1979,304950,102000,219550,6,2,3,15325,1500,1001,47050,18.955,1550.5,11,21,10,37,9,6,0,88,0,14,99,24,4,0,61,63,61,630,19,3,20,823,33,871,27,630,2,2,190,14,41.5,898,2010,4671,2342,2329,1104,2957,610,4335,31,3,115,0,20,49,118,1336,1722,1336,559,298,303,122,31,23,386,306,73,4,2,1,0,0,2007-11,97179,10025,103125,6194,64596,6684
